"","caseid","startyear","endyear","sender1","institution","targetstate","targetinstitution","threat","sanctiontypethreat","othersanctiontypethreatened","sanctiontype","imposition","sancimpositionstartyear","othersanctiontype","finaloutcome","sender1ISO","targetstateISO","senderconstraint","senderveto","sendercinc","sendergdp","targetconstraint","targetveto","targetcinc","targetgdp","senderconstraint_imposition","senderveto_imposition","sendercinc_imposition","sendergdp_imposition","targetconstraint_imposition","targetveto_imposition","targetcinc_imposition","targetgdp_imposition","alliance","aliance_imposition","sender/target","target/sender","sender/target_imposition","target/sender_imposition","mid_start","mid_imposition","trade","threat"
"307",1984080707,1984,NA,2,0,135,NA,1,"4",NA,NA,0,NA,NA,NA,840,604,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0309428044779131,0.515984807835958,0.0035012,17345624453.6916,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.380567871892634,0.00446104438216343,0,0,0,0,0,1
"308",1984080708,1984,1985,2,0,840,NA,1,"4",NA,NA,0,NA,NA,3,840,608,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0316059407867279,0,0.0044926,33212180658.1659,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.233060710445387,0.00800222282547018,0,0,0,0,0,1
"309",1984080709,1984,1985,2,0,235,NA,1,"4",NA,NA,0,NA,NA,3,840,620,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0289199686343192,0.400405561445783,0.0016765,135878801.648031,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.140925713731353,0.00114163338686672,0,0,0,0,0,1
"310",1984080710,1984,1985,2,0,830,NA,1,"4",NA,NA,0,NA,NA,3,840,702,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0303748741999407,0,0.001792,17784112149.5327,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.151342489020518,0.0110017454546064,0,0,0,0,0,1
"311",1984080711,1984,NA,2,0,780,NA,1,"4",NA,NA,0,NA,NA,NA,840,144,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0305680515152432,0.195666089250071,0.0009718,5167913302.16745,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0642141197430432,0.000762955513196216,0,0,0,0,0,1
"312",1984080712,1984,NA,2,0,800,NA,1,"4",NA,NA,0,NA,NA,NA,840,764,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0294625699140174,0.57194421715447,0.0051035,40042826244.2337,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.126241413796272,0.00383636985282305,0,0,0,0,0,1
"313",1984080713,1984,NA,2,0,640,NA,1,"4",NA,NA,0,NA,NA,3,840,792,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0348453977287146,0,0.010851,61678280115.4987,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0.00124759225776712,0,0,0,0,0,1
"314",1984080714,1984,1985,2,0,640,NA,1,"4",NA,NA,0,NA,NA,3,840,792,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.0348453977287146,0,0.010851,61678280115.4987,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0.00124759225776712,0,0,0,0,0,1
"315",1984112001,1984,1985,2,0,1000,NA,1,"4",NA,"3",1,1985,NA,7,840,492,0.0277206024916154,0.411505385974797,0.1329419,3.634038e+12,0.15340678534552,NA,NA,1092551781.03673,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.138229551041515,NA,NA,1037314956.23209,0,NA,0,0,0,0,0,0,1,1
"316",1985020701,1985,1990,2,0,920,NA,1,"5",NA,"4",1,1985,NA,8,840,554,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0295716035241423,0.35055105112279,0.0006189,21665582141.0677,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0295716035241423,0.35055105112279,0.0006189,21665582141.0677,1,NA,0.156347429417787,0.00257792633273228,0.156347429417787,0.00257792633273228,0,0,1,1
"317",1985030501,1985,NA,260,1,20,0,0,NA,NA,"3",1,1985,NA,9,280,124,0.0277563764931636,0.402256825289084,0.0268665,NA,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,0.0277563764931636,0.402256825289084,0.0268665,NA,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,1,NA,0.0227622267356752,0.00849882248970543,0.0227622267356752,0.00849882248970543,0,0,1,0
"318",1985062001,1985,1987,2,0,1000,NA,1,"4",NA,"3",1,1985,NA,10,840,492,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.138229551041515,NA,NA,1037314956.23209,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.138229551041515,NA,NA,1037314956.23209,0,NA,0,0,0,0,0,0,1,1
"319",1985062701,1985,1987,325,1,2,0,1,"4",NA,"3",1,1985,NA,10,380,840,NA,0.501652759482171,0.0178492,226151477.859926,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,NA,0.501652759482171,0.0178492,226151477.859926,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,1,NA,0,0,0,0,0,0,1,1
"320",1985071801,1985,1985,2,0,740,NA,1,"4",NA,NA,0,NA,NA,3,840,392,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0274926167380594,0.536674022573694,0.0511058,1318381627007.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.197650293471013,0.176953623149867,0,0,0,0,0,1
"321",1985071802,1985,1985,2,0,732,NA,1,"4",NA,NA,0,NA,NA,3,840,410,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0310188899926665,0.404095741765481,0.0153292,97510235986.0046,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.224377312585459,0.0293912723327038,0,0,0,0,0,1
"322",1985071803,1985,1985,2,0,713,NA,1,"4",NA,NA,0,NA,NA,3,840,158,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,NA,0.154534889336016,0.007106,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"323",1985071804,1985,1985,2,0,140,NA,1,"4",NA,NA,0,NA,NA,3,840,76,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0324792728107275,0,0.0240522,200567103794.714,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.166060995663554,0.0242483453348478,0,0,0,0,0,1
"324",1985071805,1985,1985,200,1,2,0,1,"4 10",NA,NA,0,NA,NA,3,826,840,0.0276667580871398,0.34871958041958,0.0221453,461483005638.353,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0440961469072524,0.120297836011119,0,0,0,0,0,2
"325",1985079901,1985,1985,200,1,2,0,1,"10",NA,NA,0,NA,NA,1,826,840,0.0276667580871398,0.34871958041958,0.0221453,461483005638.353,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0440961469072524,0.120297836011119,0,0,0,0,0,1
"326",1985080801,1985,1986,670,0,1000,NA,1,"4",NA,NA,0,NA,NA,3,682,492,0.0322628671877114,0,0.0079308,119624918956.209,0.138229551041515,NA,NA,1037314956.23209,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"327",1985081201,1985,1986,2,0,20,NA,1,"4",NA,"3",1,1985,NA,6,840,124,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,1,NA,0.715593431846407,0.196122197622426,0.715593431846407,0.196122197622426,0,0,1,1
"328",1985091001,1985,1987,2,0,732,NA,1,"4",NA,NA,0,NA,NA,2,840,410,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0310188899926665,0.404095741765481,0.0153292,97510235986.0046,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.224377312585459,0.0293912723327038,0,0,0,0,0,1
"329",1985092701,1985,1985,645,1,666,1,1,"1",NA,NA,0,NA,NA,3,368,376,0.0430083817689114,0,0.0100267,46938387096.7742,0.0333773811344419,0.457165714285714,0.0030869,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0
"330",1985110101,1985,1986,2,0,360,NA,1,"10",NA,NA,0,NA,NA,5,840,642,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0361309129716554,0,0.0094315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.00284020666985724,0,0,0,0,0,1
"331",1985123001,1985,1986,2,0,1000,NA,0,NA,NA,"3 10",1,1985,NA,10,840,492,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.138229551041515,NA,NA,1037314956.23209,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.138229551041515,NA,NA,1037314956.23209,0,NA,0,0,0,0,0,0,1,0
"332",1985123002,1985,1986,260,1,2,0,1,"1 4",NA,"3",1,1986,NA,10,280,840,0.0277563764931636,0.402256825289084,0.0268665,NA,0.0282841600294859,0.411505385974797,0.135594,4.037613e+12,0.0271669655714144,0.402256825289084,0.0260814,NA,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,1,NA,0.0522029251356756,0.0643860116173427,0.0587527118221199,0.0631398302745824,0,0,1,1
"333",1985129901,1985,NA,260,1,670,0,1,"4",NA,"3",1,1985,NA,NA,280,682,0.0277563764931636,0.402256825289084,0.0268665,NA,0.0322628671877114,0,0.0079308,119624918956.209,0.0277563764931636,0.402256825289084,0.0268665,NA,0.0322628671877114,0,0.0079308,119624918956.209,0,NA,0.083045679721344,0.00634626210747048,0.083045679721344,0.00634626210747048,0,0,1,1
"334",1985999901,1985,NA,20,0,1000,NA,1,"4",NA,"3",1,1985,NA,9,124,492,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,0.138229551041515,NA,NA,1037314956.23209,0.0296971974381267,0.406297576127212,0.0116212,355381994665.003,0.138229551041515,NA,NA,1037314956.23209,0,NA,0,0,0,0,0,0,1,1
"335",1986010301,1986,1987,2,0,20,NA,0,NA,NA,"3",1,1986,NA,10,840,124,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,1,NA,0.708202963217197,0.192099093473431,0.708202963217197,0.192099093473431,0,0,1,0
"336",1986010901,1986,1994,2,1,652,0,1,"1 5",NA,"4 7",1,1986,NA,6,840,760,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.033263174725425,0,0.0042755,16403544510.5268,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.033263174725425,0,0.0042755,16403544510.5268,0,NA,0.0615696458954806,8.0308995579081e-06,0.0615696458954806,8.0308995579081e-06,0,0,1,1
"337",1986040101,1986,1987,2,0,1000,NA,1,"4",NA,NA,0,NA,NA,2,840,492,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.176427976164835,NA,NA,1082851076.49699,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"338",1986040301,1986,1987,NA,1,2,NA,1,"4",NA,NA,0,NA,NA,3,NA,840,NA,NA,NA,NA,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"339",1986052401,1986,1986,20,0,2,NA,1,"4",NA,"3",1,1986,NA,6,124,840,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,1,NA,0.192099093473431,0.708202963217197,0.192099093473431,0.708202963217197,0,0,1,1
"340",1986060901,1986,1986,2,0,385,NA,1,"4",NA,NA,0,NA,NA,1,840,578,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,NA,0.457708989050165,0.0015506,65416626280.899,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1
"341",1986071001,1986,1988,2,0,552,NA,1,"8",NA,"7",1,1986,NA,8,840,716,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0312051309124295,0.261236611489776,0.0010645,5637259300,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0312051309124295,0.261236611489776,0.0010645,5637259300,0,NA,0.101491286843592,0.000151061903734698,0.101491286843592,0.000151061903734698,0,0,0,0
"342",1986072401,1986,1986,2,0,395,NA,1,"4",NA,NA,0,NA,NA,2,840,352,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0331686325559764,0.511136666666667,3.25e-05,2984054728.84527,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0680026904576766,0.000727616913098016,0,0,0,0,0,1
"343",1986080801,1986,1986,2,0,1000,NA,1,"10",NA,NA,0,NA,NA,3,840,492,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.176427976164835,NA,NA,1082851076.49699,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"344",1986091801,1986,NA,NA,1,365,0,0,NA,NA,"3",1,1986,NA,NA,NA,643,NA,NA,NA,NA,0.0350475726303627,NA,0.1756503,NA,NA,NA,NA,NA,0.0350475726303627,NA,0.1756503,NA,0,NA,0,0,0,0,0,0,1,0
"345",1986093001,1986,1987,20,0,325,NA,1,"4",NA,"3",1,1986,NA,8,124,380,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,NA,0.501652759482171,0.0174143,233540652.556683,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,NA,0.501652759482171,0.0174143,233540652.556683,1,NA,0,0,0,0,0,0,1,1
"346",1986093002,1986,1987,20,0,210,NA,1,"4",NA,"3",1,1986,NA,8,124,528,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0277245712208085,0.3933185471948,0.0057292,NA,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0277245712208085,0.3933185471948,0.0057292,NA,1,NA,0.00514255425946957,0.00597435218191202,0.00514255425946957,0.00597435218191202,0,0,1,1
"347",1986093003,1986,1987,20,0,220,NA,1,"4",NA,"3",1,1986,NA,8,124,250,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,NA,0.310611089497161,0.0177723,84326102019.8249,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,NA,0.310611089497161,0.0177723,84326102019.8249,1,NA,0,0,0,0,0,0,1,1
"348",1986093004,1986,1987,20,0,260,NA,1,"4",NA,"3",1,1986,NA,8,124,280,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0271669655714144,0.402256825289084,0.0260814,NA,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0271669655714144,0.402256825289084,0.0260814,NA,1,NA,0.00754065473588413,0.0260101745189477,0.00754065473588413,0.0260101745189477,0,0,1,1
"349",1986093005,1986,1987,20,0,235,NA,1,"4",NA,"3",1,1986,NA,8,124,620,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0290919692235222,0.469506740562249,0.0016224,135249098.172219,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0290919692235222,0.469506740562249,0.0016224,135249098.172219,1,NA,0.0110872944329357,0.000837117002990219,0.0110872944329357,0.000837117002990219,0,0,1,1
"350",1986093006,1986,1987,20,0,350,NA,1,"4",NA,"3",1,1986,NA,8,124,300,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0278884420226606,0.349493505016722,0.0030602,140326669.800372,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,0.0278884420226606,0.349493505016722,0.0030602,140326669.800372,1,NA,0.00300445630553835,0.000459215152911922,0.00300445630553835,0.000459215152911922,0,0,1,1
"351",1986109901,1986,1986,2,0,713,NA,1,"4",NA,NA,0,NA,NA,2,840,158,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,NA,0.154534889336016,0.0070195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"352",1986120901,1986,1987,2,0,740,NA,1,"4 10",NA,"3",1,1987,NA,10,840,392,0.0275101313807592,0.406172425028932,0.1373146,4.338979e+12,0.0265716868565813,0.536674022573694,0.0506028,1398892549340.87,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,1,NA,0.20000777812848,0.200015758617691,0.231165691250246,0.220811376523623,0,0,1,2
"353",1986122101,1986,1987,325,1,20,0,1,"1",NA,NA,0,NA,NA,2,380,124,NA,0.501652759482171,0.0174143,233540652.556683,0.0288464120748852,0.384504071683598,0.0111225,364754524977.03,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
"354",1987019901,1987,NA,NA,1,732,0,1,"4",NA,"3",1,1987,"Britain",NA,NA,410,NA,NA,NA,NA,0.0285424549457111,0.422700097496706,0.0155289,116836802995.065,NA,NA,NA,NA,0.0285424549457111,0.422700097496706,0.0155289,116836802995.065,0,NA,0,0,0,0,0,0,1,1
"355",1987021101,1987,1989,2,0,1000,NA,1,"1 4",NA,"3",1,1987,NA,10,840,492,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.135621789367348,NA,NA,1515209588.20845,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.135621789367348,NA,NA,1515209588.20845,0,NA,0,0,0,0,0,0,1,1
"356",1987032101,1987,NA,260,1,140,0,1,"4",NA,NA,0,NA,NA,NA,280,76,0.0260847624116731,0.402256825289084,0.0260578,NA,0.0295501899042468,0.420789534067805,0.0254728,266313891601.56,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0843138435568799,0.010504028753702,0,0,0,0,0,1
"357",1987041501,1987,1987,740,0,2,NA,1,"4",NA,NA,0,NA,NA,5,392,840,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.220811376523623,0.231165691250246,0,0,0,0,0,1
"358",1987041701,1987,NA,2,0,740,NA,0,NA,NA,"3",1,1987,NA,NA,840,392,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,1,NA,0.231165691250246,0.220811376523623,0.231165691250246,0.220811376523623,0,0,1,0
"359",1987052401,1987,1988,750,1,950,1,1,"1",NA,"7",1,1987,NA,10,356,242,0.0290247139485427,0.380271212307163,0.056726,248985994044.2,0.0319185855265961,0.359997888386124,7.03e-05,1290228616.82408,0.0290247139485427,0.380271212307163,0.056726,248985994044.2,0.0319185855265961,0.359997888386124,7.03e-05,1290228616.82408,0,NA,0.00990237604221348,1.97751742414487e-06,0.00990237604221348,1.97751742414487e-06,0,0,0,0
"360",1987052901,1987,1987,20,0,850,NA,1,"8",NA,NA,0,NA,NA,3,124,360,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0292696014188022,0,0.0128665,79954072569.8502,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0199892754121597,0.00101595660390313,0,0,0,0,0,0
"361",1987052902,1987,NA,20,0,530,NA,1,"8",NA,"7",1,1987,NA,NA,124,231,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,NA,0,0.0038585,9848600869.56522,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,NA,0,0.0038585,9848600869.56522,0,NA,0,0,0,0,0,0,0,0
"362",1987052903,1987,NA,20,0,490,NA,1,"8",NA,NA,0,NA,NA,NA,124,180,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0401447990342622,0,0.0025363,8042983396.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.000302020655671995,0,0,0,0,0,0
"363",1987052904,1987,NA,20,0,155,NA,1,"8",NA,NA,0,NA,NA,NA,124,152,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0309486725796823,0,0.0027115,18891048818.7425,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0186207869861254,0.00113423152948122,0,0,0,0,0,0
"364",1987052905,1987,NA,20,0,850,NA,1,"8",NA,NA,0,NA,NA,NA,124,360,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0292696014188022,0,0.0128665,79954072569.8502,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0199892754121597,0.00101595660390313,0,0,0,0,0,0
"365",1987052906,1987,NA,20,0,780,NA,1,"8",NA,NA,0,NA,NA,NA,124,144,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0299838233208744,0.195666089250071,0.0011061,6405210563.88294,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0112847285046968,0.000318722142764447,0,0,0,0,0,0
"366",1987052907,1987,NA,20,0,771,NA,1,"8",NA,NA,0,NA,NA,NA,124,50,0.0279673153924178,0.37555637694151,0.0110701,377445788841.789,0.0298579125261119,0,0.0058088,21774033333.3333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0409086473590554,0.000164517848801657,0,0,0,0,0,0
"367",1987059901,1987,1988,740,0,710,NA,0,NA,NA,"9",1,1987,NA,8,392,156,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0.0275468324522537,0,0.1139638,300758100107.246,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0.0275468324522537,0,0.1139638,300758100107.246,0,NA,0.289453722154503,0.0447153972701511,0.289453722154503,0.0447153972701511,0,0,0,0
"368",1987060101,1987,1987,200,0,630,NA,1,"5",NA,NA,0,NA,NA,3,826,364,0.0260960646269211,0.34871958041958,0.0233587,601455004221.653,0.0365714653482254,0,0.008658,209094561833.48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.00116469125483126,0,0,0,0,0,1
"369",1987061901,1987,1987,2,0,732,NA,1,"8 4",NA,NA,0,NA,NA,3,840,410,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0285424549457111,0.422700097496706,0.0155289,116836802995.065,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.207178139246992,0.03487501461425,0,0,0,0,0,1
"370",1987069901,1987,NA,2,NA,830,NA,1,"4",NA,"3",0,1987,NA,1,840,702,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0270003291596996,0.0335405712431028,0.0017192,18586746056.9974,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0270003291596996,0.0335405712431028,0.0017192,18586746056.9974,0,NA,0.149741785284592,0.0126248833715717,0.149741785284592,0.0126248833715717,0,0,1,1
"371",1987070101,1987,1987,2,0,95,NA,1,"8",NA,"7",1,1987,NA,7,840,591,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0317132422434856,0,0.0002934,6797834200,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0317132422434856,0,0.0002934,6797834200,1,NA,0.348948157848061,0.00106468930686448,0.348948157848061,0.00106468930686448,0,0,0,0
"372",1987071801,1987,1987,2,1,645,1,1,"3",NA,NA,0,NA,NA,2,840,368,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0387987759572567,0,0.0095884,47264516129.0323,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.0012215207252504,0,0,0,0,0,1
"373",1987071802,1987,1988,2,1,630,1,1,"5",NA,NA,0,NA,NA,1,840,364,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0365714653482254,0,0.008658,209094561833.48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.00158045823083968,0,0,0,0,0,1
"374",1987080701,1987,1989,2,0,95,NA,1,"3 8",NA,"2 7",1,1987,NA,7,840,591,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0317132422434856,0,0.0002934,6797834200,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0317132422434856,0,0.0002934,6797834200,1,NA,0.348948157848061,0.00106468930686448,0.348948157848061,0.00106468930686448,0,0,1,1
"375",1987081801,1987,NA,713,0,2,NA,1,"10",NA,NA,0,NA,NA,NA,158,840,NA,0.154534889336016,0.0069689,NA,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"376",1987119901,1987,1988,710,0,740,NA,1,"10",NA,"3",1,1987,NA,6,156,392,0.0275468324522537,0,0.1139638,300758100107.246,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0.0275468324522537,0,0.1139638,300758100107.246,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,0,NA,0.0447153972701511,0.289453722154503,0.0447153972701511,0.289453722154503,0,0,1,1
"377",1987121001,1987,NA,NA,1,732,0,1,"10",NA,NA,0,NA,NA,NA,NA,410,NA,NA,NA,NA,0.0285424549457111,0.422700097496706,0.0155289,116836802995.065,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"378",1987999900,1987,1989,2,0,713,NA,1,"3",NA,NA,0,NA,NA,2,840,158,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,NA,0.154534889336016,0.0069689,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"379",1987999901,1987,1988,2,0,200,NA,1,"10 1",NA,NA,0,NA,NA,2,840,826,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0260960646269211,0.34871958041958,0.0233587,601455004221.653,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0993471582921855,0.0414243394689141,0,0,0,0,0,1
"380",1987999902,1987,1989,2,0,740,NA,1,"3",NA,NA,0,NA,NA,2,840,392,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0261017199672235,0.536674022573694,0.0497457,2078952922458.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.231165691250246,0.220811376523623,0,0,0,0,0,1
"381",1987999903,1987,1989,2,0,732,NA,1,"3",NA,NA,0,NA,NA,2,840,410,0.0268679751042435,0.406172425028932,0.1352873,4.579631e+12,0.0285424549457111,0.422700097496706,0.0155289,116836802995.065,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.207178139246992,0.03487501461425,0,0,0,0,0,1
"382",1988010801,1988,NA,260,1,666,0,1,"1 4",NA,"3 7",1,1988,NA,NA,280,376,0.0278135609909193,0.402256825289084,0.0259212,NA,0.0337395566973248,0.496073215011516,0.0026686,NA,0.0278135609909193,0.402256825289084,0.0259212,NA,0.0337395566973248,0.496073215011516,0.0026686,NA,0,NA,0.129152200362433,0.00230014058298347,0.129152200362433,0.00230014058298347,0,0,1,1
"383",1988011301,1988,1989,2,0,770,NA,1,"8",NA,NA,0,NA,NA,3,840,586,0.0348675537852257,0.406489750516447,0.1340296,4.855215e+12,0.0290898650900655,0,0.0099864,33351529274.6869,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0940681048818365,0,0,0,0,0,0,0
"384",1988011601,1988,1988,732,0,731,NA,1,"3",NA,"2",1,1988,NA,8,410,408,0.030765577066716,0,0.0158767,147948259722.577,0.0374070945574894,0,0.0098441,NA,0.030765577066716,0,0.0158767,147948259722.577,0.0374070945574894,0,0.0098441,NA,0,NA,0,0,0,0,0,0,1,1
