"","caseid","startyear","endyear","sender1","institution","targetstate","targetinstitution","threat","sanctiontypethreat","othersanctiontypethreatened","sanctiontype","imposition","sancimpositionstartyear","othersanctiontype","finaloutcome","sender1ISO","targetstateISO","senderconstraint","senderveto","sendercinc","sendergdp","targetconstraint","targetveto","targetcinc","targetgdp","senderconstraint_imposition","senderveto_imposition","sendercinc_imposition","sendergdp_imposition","targetconstraint_imposition","targetveto_imposition","targetcinc_imposition","targetgdp_imposition","alliance","aliance_imposition","sender/target","target/sender","sender/target_imposition","target/sender_imposition","mid_start","mid_imposition","trade","threat"
"35",1967052701,1967,1967,690,0,200,NA,1,"3",NA,"2 6",1,1967,NA,8,414,826,0.0473826377403801,0,0.0012634,2391486978.43741,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0473826377403801,0,0.0012634,2391486978.43741,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0,NA,0.0156029187142125,0,0.0156029187142125,0,0,0,1,1
"36",1967052702,1967,1967,690,0,2,NA,1,"3",NA,"2 6",1,1967,NA,8,414,840,0.0473826377403801,0,0.0012634,2391486978.43741,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0.0473826377403801,0,0.0012634,2391486978.43741,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0,NA,0.0011327263715892,0,0.0011327263715892,0,0,0,1,1
"37",1967052703,1967,1967,690,0,220,NA,1,"3",NA,NA,0,NA,NA,3,414,250,0.0473826377403801,0,0.0012634,2391486978.43741,NA,0.627549598273692,0.0262937,110045852177.928,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"38",1967059901,1967,1969,670,0,652,NA,0,NA,NA,"3 8",1,1967,NA,8,682,760,0.0438724605166895,0,0.0017438,NA,0.044673038130932,0,0.0014045,1342287556.59602,0.0438724605166895,0,0.0017438,NA,0.044673038130932,0,0.0014045,1342287556.59602,1,NA,0,0,0,0,0,0,1,0
"39",1967060501,1967,1974,220,0,663,NA,0,NA,NA,"2",1,1967,NA,8,250,400,NA,0.627549598273692,0.0262937,110045852177.928,0.0370862689794933,0,0.0006566,658078969.476337,NA,0.627549598273692,0.0262937,110045852177.928,0.0370862689794933,0,0.0006566,658078969.476337,0,NA,0,0,0,0,0,0,1,0
"40",1967060502,1967,1974,220,0,651,NA,0,NA,NA,"2",1,1967,NA,8,250,818,NA,0.627549598273692,0.0262937,110045852177.928,0.0336825954840205,0,0.0065069,5278005611.91453,NA,0.627549598273692,0.0262937,110045852177.928,0.0336825954840205,0,0.0065069,5278005611.91453,0,NA,0,0,0,0,0,0,1,0
"41",1967060503,1967,1974,220,0,652,NA,0,NA,NA,"2",1,1967,NA,8,250,760,NA,0.627549598273692,0.0262937,110045852177.928,0.044673038130932,0,0.0014045,1342287556.59602,NA,0.627549598273692,0.0262937,110045852177.928,0.044673038130932,0,0.0014045,1342287556.59602,0,NA,0,0,0,0,0,0,1,0
"42",1967060504,1967,1974,220,0,666,NA,0,NA,NA,"2",1,1967,NA,8,250,376,NA,0.627549598273692,0.0262937,110045852177.928,0.0347180344759304,0.529531610644258,0.0014271,3.98e+09,NA,0.627549598273692,0.0262937,110045852177.928,0.0347180344759304,0.529531610644258,0.0014271,3.98e+09,0,NA,0,0,0,0,0,0,1,0
"43",1967060601,1967,1967,200,0,666,NA,0,NA,NA,"2",1,1967,NA,8,826,376,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0347180344759304,0.529531610644258,0.0014271,3.98e+09,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0347180344759304,0.529531610644258,0.0014271,3.98e+09,0,NA,0.189499746272992,0.00447676270900987,0.189499746272992,0.00447676270900987,0,0,1,0
"44",1967060602,1967,1967,200,0,652,NA,0,NA,NA,"2",1,1967,NA,8,826,760,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.044673038130932,0,0.0014045,1342287556.59602,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.044673038130932,0,0.0014045,1342287556.59602,0,NA,0,0.000173806852699169,0,0.000173806852699169,0,0,1,0
"45",1967060603,1967,1967,200,0,651,NA,0,NA,NA,"2",1,1967,NA,8,826,818,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0336825954840205,0,0.0065069,5278005611.91453,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0336825954840205,0,0.0065069,5278005611.91453,0,NA,0.0496177836942875,0.00147398429580454,0.0496177836942875,0.00147398429580454,0,0,1,0
"46",1967060604,1967,1967,200,0,663,NA,0,NA,NA,"2",1,1967,NA,8,826,400,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0370862689794933,0,0.0006566,658078969.476337,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,0.0370862689794933,0,0.0006566,658078969.476337,0,NA,0.119194705938019,7.33280182708952e-05,0.119194705938019,7.33280182708952e-05,0,0,1,0
"47",1967062801,1967,1971,710,0,775,NA,1,"1",NA,"7",1,1967,NA,10,156,104,0.0375081922506954,0,0.1096543,76720285969.6157,0.0403258588844175,0,0.0027895,NA,0.0375081922506954,0,0.1096543,76720285969.6157,0.0403258588844175,0,0.0027895,NA,0,NA,0.0658794948166118,0,0.0658794948166118,0,0,0,0,0
"48",1967081201,1967,1967,365,0,710,NA,1,"1","to sever trade, not saying how",NA,0,NA,NA,2,643,156,0.0377571762548131,NA,0.1663164,NA,0.0375081922506954,0,0.1096543,76720285969.6157,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
"49",1967082301,1967,1967,2,0,290,NA,1,"10",NA,NA,0,NA,NA,3,840,616,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0.0377516274456361,0,0.0135531,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.00324627680654967,0,0,0,0,0,1
"50",1967092601,1967,1967,2,0,325,NA,1,"3",NA,NA,0,NA,NA,3,840,380,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,NA,0.489128685492215,0.0209365,73654870011.2757,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1
"51",1967092602,1967,1967,2,0,260,NA,1,"3",NA,NA,0,NA,NA,3,840,280,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0.0310044698768252,0.387729823232323,0.0365766,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.103214480633839,0.0703227099746294,0,0,0,0,0,1
"52",1967092603,1967,1967,2,0,385,NA,1,"3",NA,NA,0,NA,NA,3,840,578,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,NA,0.475049797756941,0.0012952,8696460205.3397,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1
"53",1967092604,1967,1967,2,0,200,NA,1,"3",NA,NA,0,NA,NA,3,840,826,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0.0303023604372221,0.34409237136296,0.0353643,108572752102.045,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.12121172958922,0.0698855406775008,0,0,0,0,0,1
"54",1967100301,1967,NA,2,0,135,NA,1,"8",NA,"7",1,1968,NA,NA,840,604,0.0311442620655641,0.350847653397153,0.2086695,8.15e+11,0.0375808137464302,0.188430113052415,0.0022161,6113607728.15672,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.036736994596747,0.188430113052415,0.0022859,6204253758.57616,1,NA,0.392183272781984,0.0121805256129301,0.366927926141752,0.0115488390475722,0,0,0,0
"55",1968012301,1968,1968,2,0,731,NA,1,"6",NA,NA,0,NA,NA,5,840,408,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.0511139704552222,0,0.0050789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"56",1968019901,1968,1968,365,0,315,NA,1,"1",NA,NA,0,NA,NA,2,643,200,0.0364077034213152,NA,0.1667414,NA,0.0352791331014675,0,0.0098641,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
"57",1968022601,1968,1968,2,0,651,NA,0,NA,NA,"2",1,1968,NA,8,840,818,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.0334689212026341,0,0.0064842,5605484298.98275,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.0334689212026341,0,0.0064842,5605484298.98275,0,NA,0.0877160958593779,0.000560224644603032,0.0877160958593779,0.000560224644603032,0,0,1,0
"58",1968022602,1968,1968,2,0,625,NA,0,NA,NA,"2",1,1968,NA,8,840,729,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.4662150020164,0.0009296,1865666666.66667,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.4662150020164,0.0009296,1865666666.66667,0,NA,0,0,0,0,0,0,1,0
"59",1968031101,1968,1968,365,0,260,NA,1,"9",NA,"3 8",1,1968,"Traffic Restrictions",6,643,280,0.0364077034213152,NA,0.1667414,NA,0.0302610595708077,0.387729823232323,0.0360454,NA,0.0364077034213152,NA,0.1667414,NA,0.0302610595708077,0.387729823232323,0.0360454,NA,0,NA,0.0147084767897217,0,0.0147084767897217,0,0,0,1,0
"60",1968041901,1968,1971,2,0,325,NA,0,NA,NA,"3",1,1968,NA,7,840,380,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.489128685492215,0.0213032,81133120065.4202,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.489128685492215,0.0213032,81133120065.4202,1,NA,0,0,0,0,0,0,1,0
"61",1968050201,1968,1970,315,0,475,NA,0,NA,NA,"2 9",1,1968,NA,8,200,566,0.0352791331014675,0,0.0098641,NA,0.0338910999416252,0,0.0044944,5203135937.28125,0.0352791331014675,0,0.0098641,NA,0.0338910999416252,0,0.0044944,5203135937.28125,0,NA,0.0118010101254632,0,0.0118010101254632,0,0,0,1,0
"62",1968061001,1968,1969,2,NA,220,NA,1,"1","Threatened to raise duties on French imports","3",1,1968,NA,7,840,250,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.627549598273692,0.0260741,118972977486.207,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,NA,0.627549598273692,0.0260741,118972977486.207,1,NA,0,0,0,0,0,0,1,0
"63",1968061301,1968,1970,260,1,265,0,1,"9",NA,"8",1,1968,"Imposing Travel Fee",10,280,278,0.0302610595708077,0.387729823232323,0.0360454,NA,0.0369017173135791,0,0.0085281,NA,0.0302610595708077,0.387729823232323,0.0360454,NA,0.0369017173135791,0,0.0085281,NA,0,NA,0,0,0,0,0,0,0,0
"64",1968100901,1968,1974,2,0,135,NA,1,"8 10",NA,NA,0,NA,NA,5,840,604,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.036736994596747,0.188430113052415,0.0022859,6204253758.57616,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.366927926141752,0.0115488390475722,0,0,0,0,0,1
"65",1968103101,1968,1968,2,0,20,NA,1,"4",NA,NA,0,NA,NA,1,840,124,0.0303738146597136,0.382700701597253,0.2085481,8.617e+11,0.0312455966197854,0.44187012987013,0.0120226,65668655501.1254,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.724471957414133,0.264745834734238,0,0,0,0,0,1
"66",1969010101,1969,1969,482,0,483,NA,0,NA,NA,"5",1,1969,NA,10,140,148,0.0393166434176214,0,0.0001342,191767436.956884,0.0390155594207321,0,0.0002463,453980096.654503,0.0393166434176214,0,0.0001342,191767436.956884,0.0390155594207321,0,0.0002463,453980096.654503,1,NA,0,0,0,0,0,0,1,0
"67",1969010102,1969,1969,483,0,482,NA,0,NA,NA,"5",1,1969,NA,10,148,140,0.0390155594207321,0,0.0002463,453980096.654503,0.0393166434176214,0,0.0001342,191767436.956884,0.0390155594207321,0,0.0002463,453980096.654503,0.0393166434176214,0,0.0001342,191767436.956884,1,NA,0,0,0,0,0,0,1,0
"68",1969020801,1969,1969,365,0,260,NA,1,"1",NA,"8",1,1969,NA,8,643,280,0.0363791808616025,NA,0.1710036,NA,0.0298413137138651,0.387729823232323,0.0363872,NA,0.0363791808616025,NA,0.1710036,NA,0.0298413137138651,0.387729823232323,0.0363872,NA,0,NA,0.0124384085921238,0,0.0124384085921238,0,0,0,0,0
"69",1969030101,1969,1969,365,0,260,NA,0,NA,NA,"5",1,1969,"Travel Restrictions",6,643,280,0.0363791808616025,NA,0.1710036,NA,0.0298413137138651,0.387729823232323,0.0363872,NA,0.0363791808616025,NA,0.1710036,NA,0.0298413137138651,0.387729823232323,0.0363872,NA,0,NA,0.0124384085921238,0,0.0124384085921238,0,0,0,1,0
"70",1969051001,1969,1970,260,0,811,NA,0,NA,NA,"7",1,1969,NA,10,280,116,0.0298413137138651,0.387729823232323,0.0363872,NA,0.0391913075289532,0,0.0010538,1065714248.57143,0.0298413137138651,0.387729823232323,0.0363872,NA,0.0391913075289532,0,0.0010538,1065714248.57143,0,NA,0.0458315181325145,3.2685838285341e-05,0.0458315181325145,3.2685838285341e-05,0,0,0,0
"71",1969051201,1969,1972,2,0,740,NA,1,"4",NA,"3",1,1970,NA,10,840,392,0.0302478208994966,0.382700701597253,0.2034119,9.425e+11,0.0302551527460373,0.475486166634209,0.0488043,146601072685.511,0.0298483546136097,0.405446128213648,0.1979508,1.0199e+12,0.0300571102254472,0.483466889525775,0.0518235,172204199480.889,1,NA,0.271686627082171,0.122523234781766,0.272492753989485,0.135622131647813,0,0,1,1
"72",1969071801,1969,1969,91,1,92,1,1,"1",NA,"1",1,1969,NA,7,340,222,0.0391539327462228,0.331035069444444,0.0002457,646800000,0.0387952176393767,0.372567647058824,0.0003767,1009760100,0.0391539327462228,0.331035069444444,0.0002457,646800000,0.0387952176393767,0.372567647058824,0.0003767,1009760100,1,NA,0.0694274827714243,0.125696018024343,0.0694274827714243,0.125696018024343,0,1,1,0
"73",1969071802,1969,1969,NA,1,92,1,1,"3",NA,NA,0,NA,NA,2,NA,222,NA,NA,NA,NA,0.0387952176393767,0.372567647058824,0.0003767,1009760100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1
"74",1969072801,1969,1969,92,1,91,1,1,"1",NA,NA,0,NA,NA,3,222,340,0.0387952176393767,0.372567647058824,0.0003767,1009760100,0.0391539327462228,0.331035069444444,0.0002457,646800000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.125696018024343,0.0694274827714243,0,0,0,0,0,0
"75",1969081301,1969,1969,660,1,666,1,1,"1",NA,NA,0,NA,NA,3,422,376,0.0339257328884632,0.544794640280355,0.0005123,NA,0.0337484563530889,0.529531610644258,0.001732,4.619e+09,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0
"76",1969101301,1969,1969,2,0,380,NA,1,"8",NA,NA,0,NA,NA,2,840,752,0.0302478208994966,0.382700701597253,0.2034119,9.425e+11,0.0304582525828418,0.459941105520201,0.0043661,31066819929.2853,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0926452874982123,0.0117763325998581,0,0,0,0,0,0
